,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,gps_code,iata_code
544,small_airport,B. J. Mc Combs Sisterdale Airport,29.975331,-98.742451,1447.0,,US,,
545,small_airport,PTC Airport,35.298914,-86.474357,820.0,,US,08TN,
547,small_airport,Cross Wind Airport,32.85820007324219,-97.74749755859376,1040.0,,US,08TX,
548,small_airport,Stevens-Crosby Airport,41.51570129394531,-115.86000061035156,6397.0,,US,08U,
549,small_airport,Springwood Airstrip,37.55400085449219,-79.74980163574219,1000.0,,US,08VA,
552,small_airport,Knolle Ranch Airport,30.479253,-96.504031,280.0,,US,08XA,
553,small_airport,Peterson Airport,29.10810089111328,-95.77749633789062,45.0,,US,08XS,
555,small_airport,West Beaver Airport,61.589361,-149.847333,228.0,,US,09AK,
557,small_airport,Stronghold Airport,31.924848,-110.040007,4970.0,,US,09AZ,
559,small_airport,Alta Sierra Airport,39.113800048828125,-121.05699920654295,2275.0,,US,09CL,
561,small_airport,Cottonwood Field,38.05559921264648,-103.65299987792967,4180.0,,US,09CO,
562,small_airport,Placid Lakes Airport,27.2455997467041,-81.41310119628906,130.0,,US,09FA,
563,small_airport,Cheryl-Lane Landings Airport,28.67110061645508,-82.0873031616211,71.0,,US,09FD,
564,small_airport,Sunnybreeze Airport,27.055599212646484,-81.97059631347656,60.0,,US,09FL,
565,small_airport,Sunbelt Strip,31.120995,-83.67063,230.0,,US,09GA,
567,small_airport,Skydive Iowa Airport,41.74580001831055,-92.4093017578125,820.0,,US,09IA,
568,small_airport,Taylor Ranch Landing Area Airport,45.10390090942383,-114.8550033569336,3835.0,,US,09ID,
569,small_airport,Gibbons Field,38.44729995727539,-86.44499969482422,880.0,,US,09II,
571,small_airport,Gordon Airport,41.12089920043945,-85.42500305175781,850.0,,US,09IN,
573,small_airport,Coffman Airport,38.70700073242188,-95.13829803466795,970.0,,US,09KS,
576,small_airport,Pine Hill Airport,42.46810150146485,-88.74320220947266,1000.0,,US,09LL,
578,small_airport,Kallander Field,42.304298400878906,-71.50589752197266,403.0,,US,09MA,
579,small_airport,Perrotti Skyranch Airfield,43.34080123901367,-70.85469818115234,260.0,,US,09ME,
581,small_airport,W Johnson Field,44.77999877929688,-95.6635971069336,1060.0,,US,09MN,
582,small_airport,Hogue Farm Airport,37.37839889526367,-93.36329650878906,1210.0,,US,09MO,
583,small_airport,Airhaven Airport,41.83259963989258,-73.8759994506836,450.0,,US,09N,
584,small_airport,William Irving Lewis Airport,35.32929992675781,-79.02999877929688,310.0,,US,09NC,
585,small_airport,Summer Hill Farm Airport,41.33330154418945,-96.193603515625,1250.0,,US,09NE,
587,small_airport,Dakota Air Ranch Airport,35.650122,-79.650311,561.0,,US,09NR,
589,small_airport,Ragtime Aerodrome,36.35449981689453,-95.86389923095705,700.0,,US,09OK,
591,small_airport,Eagle Field,40.82699966430664,-77.98809814453125,1780.0,,US,09PA,
593,small_airport,Sullivan Lake State Airport,48.84090042114258,-117.28399658203124,2614.0,,US,09S,
594,small_airport,Lazy G Bar Ranch Airport,33.282101,-97.497002,923.0,,US,,
595,small_airport,Running M Ranch Airport,32.26679992675781,-97.86699676513672,787.0,,US,09TE,
597,small_airport,Pitcock Rosillos Mountain Ranch Airport,29.48240089416504,-103.16500091552734,3100.0,,US,09TS,
598,small_airport,Smokey Mountain Ranch Airport,30.737626,-102.02332,2522.0,,US,09TX,
599,small_airport,Alum Ridge STOLport,36.97650146484375,-80.493896484375,2375.0,,US,09VA,
603,small_airport,Parkway Farm Strip,44.00360107421875,-91.30760192871094,705.0,,US,09WI,
607,small_airport,Kalifornsky Meadows Airport,60.491537,-151.235253,65.0,,US,0AA7,
608,small_airport,Pilot Station Airport,61.934601,-162.899994,305.0,,US,,PQS
609,small_airport,Scotts Airport,64.39250183105469,-146.86199951171875,800.0,,US,0AK0,
610,small_airport,Anderson Lake Airport,61.61690139770508,-149.32200622558594,463.0,,US,0AK1,
611,small_airport,Yentna Bend Strip,61.725556,-150.678611,81.0,,US,0AK2,
612,small_airport,Parker Lake Airport,62.0359001159668,-150.49400329589844,250.0,,US,0AK3,
613,small_airport,Young Creek Airport,61.355352,-142.731832,1580.0,,US,0AK5,
614,small_airport,Victory Airport,61.80108,-147.945156,1800.0,,US,0AK6,
615,small_airport,Bradley Lake Hydroelectric Project Airstrip,59.776005,-150.963285,18.0,,US,0AK7,
617,small_airport,Falcon Lake Strip,61.33259963989258,-150.0590057373047,110.0,,US,0AK9,
619,small_airport,Resort Airport,30.44389915466309,-87.65689849853516,97.0,,US,0AL1,
623,small_airport,Flomaton Airport,31.03219985961914,-87.25279998779297,247.0,,US,0AL5,
627,small_airport,Wilson Creek Airport,34.849998474121094,-87.63249969482422,590.0,,US,0AL9,
630,small_airport,Mission Field-Marotti Memorial Airport,35.26679992675781,-90.35009765625,217.0,,US,0AR2,
640,small_airport,Western Sky Airport,33.778166,-113.640625,1930.0,,US,0AZ2,
641,small_airport,Flying Bucket Ranch Airport,32.9822998046875,-112.28700256347656,1505.0,,US,0AZ4,
642,small_airport,Castle Well Airport,33.865944,-112.603265,2080.0,,US,0AZ5,
645,small_airport,Brewer Airport,44.76369857788086,-68.7677993774414,124.0,,US,0B2,
646,small_airport,Warren-Sugarbush Airport,44.1166992188,-72.8271026611,1470.0,,US,0B7,
647,small_airport,Triple R Airport,39.48780059814453,-94.78050231933594,1000.0,,US,0C1,
648,small_airport,Hinckley Airport,41.77090072631836,-88.70339965820312,760.0,,US,0C2,
649,small_airport,Canadian Lakes Airport,43.57640075683594,-85.28060150146484,960.0,,US,0C5,
650,small_airport,Grandpas' Farm Mendota Airport,41.521999,-89.132599,727.0,,US,IL22,
651,small_airport,Cushing Field Ltd Airport,41.51950073242188,-88.60559844970703,640.0,,US,0C8,
656,small_airport,Crawford Airport,34.587501525878906,-120.01300048828124,570.0,,US,0CA3,
657,small_airport,Shepherd Farm Airport,34.6222,-120.065002,660.0,,US,0CA4,
658,small_airport,Hoffman Private Airport,33.14310073852539,-116.74500274658205,3100.0,,US,0CA5,
659,small_airport,Emory Ranch Airport,32.7494444,-116.0161111,480.0,,US,0CA6,
661,small_airport,Ward Ranch Airport,33.4277992249,-116.843002319,2500.0,,US,0CA8,
662,small_airport,Blech Ranch Airport,35.592797,-120.338058,1140.0,,US,0CA9,
665,small_airport,Foxx Valley Airport,38.652500152600005,-104.23400116,5800.0,,US,0CD2,
668,small_airport,Pinon Canyon Airport,37.4905014038,-104.143997192,5686.0,,US,0CD5,
670,small_airport,Fox Hole Airport,40.004699707,-105.071998596,5135.0,,US,0CD7,
673,small_airport,Yosemite Hidden Lake Ranch Airport,37.11800003049999,-119.913002014,500.0,,US,0CL0,
674,small_airport,Krey Field Airport,34.5694007874,-117.555999756,3042.0,,US,0CL1,
676,small_airport,John Nichol's Field Airport,32.633098602299995,-116.892997742,490.0,,US,0CL3,
679,small_airport,Bohunk's Airpark,34.6946983337,-118.282997131,2410.0,,US,0CL6,
681,small_airport,Tera Ultralightport,35.5913009644,-117.634002686,2510.0,,US,0CL8,
683,small_airport,Fiorini Ranch Airport,37.452178,-120.764758,140.0,,US,0CN1,
684,small_airport,Sutter Butte Dusters Airport,39.228622,-121.688265,67.0,,US,0CN2,
686,small_airport,Dave's Airport,40.0332984924,-105.124000549,5170.0,,US,0CO1,
687,small_airport,Crested Butte Airpark,38.851918,-106.928341,8980.0,,US,0CO2,CSE
690,small_airport,Chenoweth Airport,39.8333015442,-103.589996338,4697.0,,US,0CO5,
691,small_airport,Flying M & M Ranch Airport,38.2193984985,-108.212997437,8000.0,,US,0CO6,
693,small_airport,Cartwheel Airport,40.2083015442,-105.013000488,5010.0,,US,0CO8,
694,small_airport,Van Treese Airport,37.6582984924,-106.033996582,7613.0,,US,0CO9,
705,small_airport,Wilber Municipal Airport,40.47499847412109,-96.98780059814452,1400.0,,US,0D6,
706,small_airport,Ada Airport,40.79059982299805,-83.8291015625,949.0,,US,0D7,
707,small_airport,Air Park North,44.958035,-84.958859,1170.0,,US,MI30,
708,small_airport,Corydon Airport,40.75450134277344,-93.24130249023438,1020.0,,US,0E9,
710,small_airport,Ott's Landing Airport,27.3039,-81.880403,65.0,,US,0FA1,
713,small_airport,The 2A Ranch Airport,29.2675,-81.230103,40.0,,US,0FD0,
716,small_airport,Dugger Field,30.496400833129883,-86.09380340576172,70.0,,US,0FD3,
718,small_airport,Breezy Knoll Airport,30.820199966430664,-86.34439849853516,235.0,,US,0FD5,
720,small_airport,Joy Farms Airport,30.652099609375,-86.1093978881836,290.0,,US,0FD9,
721,small_airport,Harper's Fly-In Ranch Airport,26.730600357055664,-81.16390228271484,30.0,,US,0FL0,
727,small_airport,Stanchester Airport,27.806199,-82.141365,96.0,,US,27FA,
730,small_airport,Mc Daniel Ranch Inc. Airport,26.3938999176,-81.0231018066,18.0,,US,0FL9,
731,small_airport,North Buffalo Suburban Airport,43.103199,-78.7033,588.0,,US,K0G0,
733,small_airport,Halls Flying Ranch Airport,33.356201171875,-84.36710357666016,800.0,,US,0GA0,
734,small_airport,Mustang Field,34.477901458740234,-82.89710235595703,693.0,,US,0GA1,
735,small_airport,"Airnautique, Inc. Airport",34.377899169921875,-82.9457015991211,720.0,,US,0GA2,
736,small_airport,Ayresouth Airport,33.77009963989258,-85.06079864501953,1287.0,,US,0GA3,
737,small_airport,Paradise Falls Airport,33.812901,-83.505699,736.0,,US,,
739,small_airport,Sunset Strip,33.7333984375,-83.81880187988281,780.0,,US,0GA6,
741,small_airport,Paso Fino Farm Airport,30.88710021972656,-83.41600036621094,200.0,,US,0GA8,
742,small_airport,Roberta Industrial Park Airport,32.71390151977539,-84.02749633789062,505.0,,US,0GA9,
743,small_airport,Pinewood Airport,33.782100677490234,-84.80079650878906,1085.0,,US,0GE0,
744,small_airport,Crystal Lake Airpark,31.66550064086914,-83.44709777832031,327.0,,US,0GE1,
745,small_airport,Lookout Mountain Airport,34.90470123291016,-85.45970153808594,563.0,,US,0GE3,
746,small_airport,Pecan Patch Airstrip,33.33140182495117,-84.2667007446289,860.0,,US,0GE4,
747,small_airport,Mountain Airpark,34.561798095703125,-83.7135009765625,1438.0,,US,0GE5,
748,small_airport,Carpenter Airport,33.520301818847656,-82.37249755859375,450.0,,US,0GE7,
749,small_airport,Pegasus Ranch Airport,32.69390106201172,-81.79859924316406,230.0,,US,0GE9,
750,small_airport,Kahoka Municipal Airport,40.42160034179688,-91.706298828125,700.0,,US,0H7,
751,small_airport,Brazil Clay County Airport,39.47669982910156,-87.09970092773438,645.0,,US,0I2,
755,small_airport,Hawkeye Airport,42.43470001220703,-92.3280029296875,883.0,,US,0IA3,
756,small_airport,Sharar Field,41.03340148925781,-91.05010223388672,700.0,,US,0IA4,
757,small_airport,Moore Private Airport,40.87220001220703,-93.26270294189452,1060.0,,US,0IA5,
758,small_airport,Rinehart Airport,41.659698486328125,-92.28990173339844,920.0,,US,0IA6,
760,small_airport,Hannen Airport,42.22800064086914,-91.7509994506836,925.0,,US,0IA8,
762,small_airport,South Fork Ranch Airport,43.60639953613281,-115.10700225830078,4861.0,,US,0ID0,
763,small_airport,Ziggy's Airport,42.64120101928711,-114.6050033569336,3225.0,,US,0ID1,
764,small_airport,Flying Joseph Ranch Airport,44.4429016113,-113.773002625,5600.0,,US,0ID2,
765,small_airport,Coyote Run Airport,43.075801849365234,-115.6729965209961,3150.0,,US,0ID3,
766,small_airport,Black Butte Ranch Airport,43.047698974609375,-114.47000122070312,4020.0,,US,0ID4,
767,small_airport,Ez Lope Ranch Airport,43.0531005859375,-116.46199798583984,3130.0,,US,0ID5,
769,small_airport,Z X Ranch Airport,43.230308,-116.763192,3820.0,,US,0ID7,
770,small_airport,Pinnacle Airport,45.775197,-116.178475,3800.0,,US,0ID8,
771,small_airport,Corral Creek Airport,46.785278,-116.471131,2895.0,,US,0ID9,
772,small_airport,Chuck's Airport,40.2599983215332,-85.25330352783203,955.0,,US,0II0,
773,small_airport,Unsicker Airport,40.4281005859375,-86.1532974243164,816.0,,US,0II1,
774,small_airport,Creighton Airport,41.457298278808594,-86.12439727783203,820.0,,US,0II2,
776,small_airport,Marshall Field,40.65950012207031,-86.8572006225586,705.0,,US,0II5,
777,small_airport,Kropf Airport,41.64310073852539,-85.82969665527344,810.0,,US,0II6,
778,small_airport,Frost Field,39.79560089111328,-85.78610229492188,900.0,,US,0II7,
779,small_airport,Sutton's Field,41.324798583984375,-87.47589874267578,740.0,,US,0II8,
780,small_airport,Winters Airport,39.53419876098633,-86.57720184326172,755.0,,US,0II9,
783,small_airport,Griffin Airport,38.803056,-88.997778,541.0,,US,0IL2,
784,small_airport,Flying B Ranch Airport,40.15700149536133,-87.67449951171875,696.0,,US,0IL3,
788,small_airport,Walter Airport,41.872501373291016,-88.72370147705078,890.0,,US,0IL8,
789,small_airport,Jack W. Watson Airport,41.85480117797852,-88.78730010986328,880.0,,US,0IL9,
790,small_airport,Snider Field,38.5,-87.59590148925781,400.0,,US,0IN1,
791,small_airport,The Lazy K Airport,40.82780075073242,-85.08609771728516,835.0,,US,0IN2,
792,small_airport,Graves Landing Strip,41.11669921875,-86.66670227050781,704.0,,US,0IN3,
793,small_airport,Air Park Field,41.12779998779297,-84.94719696044922,750.0,,US,0IN4,
794,small_airport,Byrne Field,38.32899856567383,-86.03359985351562,800.0,,US,0IN5,
797,small_airport,Parrish Airport,37.99309921264648,-87.95140075683594,390.0,,US,0IN9,
800,small_airport,Cady Aerial RLA Restricted Landing Area,41.6608009338,-89.69360351559999,630.0,,US,0IS3,
801,small_airport,Dawson Farms Airport,39.76250076293945,-88.67150115966797,670.0,,US,0IS4,
805,small_airport,Abbeville Municipal Airport,31.600093,-85.238353,468.0,,US,,
806,small_airport,Flying Ten Airport,29.618000030517575,-82.50869750976562,85.0,,US,0J8,
807,small_airport,Dobie's Airport,36.178496,-95.580468,610.0,,US,,
808,small_airport,J V Ranch Airport,38.63330078125,-95.92530059814452,1180.0,,US,0KS0,
810,small_airport,Camp Chippewa Airport,38.56669998168945,-95.3668975830078,1120.0,,US,0KS3,
811,small_airport,Norris Airport,38.807239,-95.370056,1065.0,,US,0KS4,
812,small_airport,Kendrigan Airport,37.45220184326172,-97.31780242919922,1240.0,,US,0KS6,
813,small_airport,Mono Aircraft Airport,37.69279861450195,-97.88639831542967,1450.0,,US,0KS7,
814,small_airport,Pearce Field,37.38249969482422,-95.37470245361328,950.0,,US,0KS8,
815,small_airport,Lmn 120 Airport,37.515899658203125,-96.9197998046875,1330.0,,US,0KS9,
816,small_airport,Owen Air Park,38.62279891967773,-84.77890014648438,890.0,,US,0KY0,
817,small_airport,Arnemann Farms Airport,36.76559829711914,-86.61830139160156,504.0,,US,0KY1,
820,small_airport,Cambron Field,37.56439971923828,-87.08190155029297,427.0,,US,0KY4,
821,small_airport,Boyce Wafer Farm Airport,36.812346,-86.377427,600.0,,US,,
823,small_airport,Clinton-Hickman County Airport,36.63610076904297,-88.99859619140625,360.0,,US,0KY7,
826,small_airport,Lida Junction Airport,37.485801696777344,-117.19100189208984,4684.0,,US,0L4,
827,small_airport,Goldfield Airport,37.722751,-117.236368,5680.0,,US,NV50,
830,small_airport,Double H Ranch Airport,30.229400634765625,-90.97339630126952,15.0,,US,0LA1,
832,small_airport,Belcher Airpatch Airport,32.749298095703125,-93.87349700927734,280.0,,US,0LA3,
838,small_airport,Rebel Field,30.586299896240234,-90.86150360107422,74.0,,US,0LA9,
839,small_airport,Kaufield Airport,42.26470184326172,-88.7300033569336,783.0,,US,0LL0,
840,small_airport,Jerseyville Aviation Inc Airport,39.094200134277344,-90.31340026855467,604.0,,US,0LL1,
841,small_airport,Murk's Strip,40.738899231,-90.3806991577,700.0,,US,0LL2,
842,small_airport,Koenig Airport,39.05500030517578,-90.34210205078124,614.0,,US,0LL3,
843,small_airport,Flaherty Field,41.4192008972168,-89.12310028076172,664.0,,US,0LL4,
844,small_airport,Busboom RLA Restricted Landing Area,40.1100006104,-88.07839965820001,675.0,,US,0LL5,
845,small_airport,Gord Airport,41.69839859008789,-88.60759735107422,710.0,,US,0LL6,
848,small_airport,Theriot Field,29.74970054626465,-90.73580169677734,13.0,,US,0LS0,
852,small_airport,Trahan Ultralightport,30.306900024414062,-92.12979888916016,40.0,,US,0LS5,
853,small_airport,Dufour Airport,30.78770065307617,-92.05039978027344,42.0,,US,0LS6,
854,small_airport,Morgan Field,30.61280059814453,-91.48419952392578,36.0,,US,0LS7,
855,small_airport,Lonesome Dove Airfield,30.28580093383789,-92.94129943847656,34.0,,US,0LS8,
856,small_airport,Huenefeld Airport,32.513603,-91.98657,72.0,,US,0LS9,
866,small_airport,Taylor Field,39.18730163574219,-75.7927017211914,75.0,,US,0MD1,
867,small_airport,Squier Landing Airport,38.287781,-76.867575,16.0,,US,0MD2,
869,small_airport,Pond View Private Airport,39.26679992675781,-76.18720245361328,47.0,,US,0MD4,
871,small_airport,Walters Airport,39.38119888305664,-77.10579681396484,750.0,,US,0MD6,
875,small_airport,Peasley Field,44.742469,-68.474403,271.0,,US,0ME4,
877,small_airport,Sugar Springs Airpark,44.140301,-84.4375,940.0,,US,,
879,small_airport,Kelleys Airport,44.633399963378906,-84.4833984375,1000.0,,US,0MI3,
880,small_airport,Lesterson-Dempsey Airstrip,46.270198,-87.386496,1120.0,,US,0MI4,
881,small_airport,Young's Airport,46.38750076293945,-85.18399810791016,800.0,,US,0MI6,
886,small_airport,Brinkman Airport,44.2625007629,-94.0697021484,1020.0,,US,0MN1,
890,small_airport,Pankratz Airport,44.30720138549805,-94.91690063476562,1033.0,,US,0MN5,
891,small_airport,Matson Field,43.662200927734375,-92.404296875,1365.0,,US,0MN6,
895,small_airport,Ferros Ranch-Aero Airport,38.410301208496094,-93.8501968383789,775.0,,US,0MO0,
896,small_airport,Flying G Airport,38.54449844360352,-94.0947036743164,920.0,,US,0MO1,
897,small_airport,Short-N-Ruff Airport,37.78670120239258,-90.78009796142578,950.0,,US,0MO2,
900,small_airport,Joe D Lewis Airport,40.133399963378906,-92.1001968383789,780.0,,US,0MO5,
901,small_airport,Hall Airport,40.11669921875,-92.26689910888672,850.0,,US,0MO6,
903,small_airport,Sloan's Airport,39.14059829711914,-90.73680114746094,437.0,,US,0MO8,
905,small_airport,Topton Air Estates Airport,32.474998474121094,-88.61669921875,453.0,,US,0MS0,
906,small_airport,Franklin Field,31.425199508666992,-90.90290069580078,200.0,,US,0MS1,
